,id,group,year,month,replace,miles,monthyear,time_index,group_0,group_1,group_2,obs,actions,rewards,episode_starts
34,59.0,530875.0,1978.0,7.0,0.0,121528.0,43.0,34.0,0,0,0,"[np.float64(1978.0), np.float64(7.0), np.float64(121528.0), np.float64(34.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
35,59.0,530875.0,1978.0,8.0,0.0,123837.0,44.0,35.0,0,0,0,"[np.float64(1978.0), np.float64(8.0), np.float64(123837.0), np.float64(35.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
36,59.0,530875.0,1978.0,9.0,0.0,126505.0,45.0,36.0,0,0,0,"[np.float64(1978.0), np.float64(9.0), np.float64(126505.0), np.float64(36.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
37,59.0,530875.0,1978.0,10.0,0.0,129204.0,46.0,37.0,0,0,0,"[np.float64(1978.0), np.float64(10.0), np.float64(129204.0), np.float64(37.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
38,59.0,530875.0,1978.0,11.0,0.0,132530.0,47.0,38.0,0,0,0,"[np.float64(1978.0), np.float64(11.0), np.float64(132530.0), np.float64(38.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
39,59.0,530875.0,1978.0,12.0,0.0,135398.0,48.0,39.0,0,0,0,"[np.float64(1978.0), np.float64(12.0), np.float64(135398.0), np.float64(39.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
40,59.0,530875.0,1979.0,1.0,0.0,137763.0,49.0,40.0,0,0,0,"[np.float64(1979.0), np.float64(1.0), np.float64(137763.0), np.float64(40.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
41,59.0,530875.0,1979.0,2.0,0.0,143169.0,50.0,41.0,0,0,0,"[np.float64(1979.0), np.float64(2.0), np.float64(143169.0), np.float64(41.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
42,59.0,530875.0,1979.0,3.0,0.0,148099.0,51.0,42.0,0,0,0,"[np.float64(1979.0), np.float64(3.0), np.float64(148099.0), np.float64(42.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
43,59.0,530875.0,1979.0,4.0,1.0,152557.0,52.0,43.0,0,0,0,"[np.float64(1979.0), np.float64(4.0), np.float64(152557.0), np.float64(43.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",1,0,0
44,59.0,530875.0,1979.0,5.0,0.0,1702.0,53.0,44.0,0,0,0,"[np.float64(1979.0), np.float64(5.0), np.float64(1702.0), np.float64(44.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
45,59.0,530875.0,1979.0,6.0,0.0,4770.0,54.0,45.0,0,0,0,"[np.float64(1979.0), np.float64(6.0), np.float64(4770.0), np.float64(45.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
46,59.0,530875.0,1979.0,7.0,0.0,7452.0,55.0,46.0,0,0,0,"[np.float64(1979.0), np.float64(7.0), np.float64(7452.0), np.float64(46.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
47,59.0,530875.0,1979.0,8.0,0.0,10156.0,56.0,47.0,0,0,0,"[np.float64(1979.0), np.float64(8.0), np.float64(10156.0), np.float64(47.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
48,59.0,530875.0,1979.0,9.0,0.0,11217.0,57.0,48.0,0,0,0,"[np.float64(1979.0), np.float64(9.0), np.float64(11217.0), np.float64(48.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
49,59.0,530875.0,1979.0,10.0,0.0,14507.0,58.0,49.0,0,0,0,"[np.float64(1979.0), np.float64(10.0), np.float64(14507.0), np.float64(49.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
50,59.0,530875.0,1979.0,11.0,0.0,18022.0,59.0,50.0,0,0,0,"[np.float64(1979.0), np.float64(11.0), np.float64(18022.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
51,59.0,530875.0,1979.0,12.0,0.0,20570.0,60.0,51.0,0,0,0,"[np.float64(1979.0), np.float64(12.0), np.float64(20570.0), np.float64(51.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
52,59.0,530875.0,1980.0,1.0,0.0,23707.0,61.0,52.0,0,0,0,"[np.float64(1980.0), np.float64(1.0), np.float64(23707.0), np.float64(52.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
53,59.0,530875.0,1980.0,2.0,0.0,27378.0,62.0,53.0,0,0,0,"[np.float64(1980.0), np.float64(2.0), np.float64(27378.0), np.float64(53.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
54,59.0,530875.0,1980.0,3.0,0.0,30281.0,63.0,54.0,0,0,0,"[np.float64(1980.0), np.float64(3.0), np.float64(30281.0), np.float64(54.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
55,59.0,530875.0,1980.0,4.0,0.0,34047.0,64.0,55.0,0,0,0,"[np.float64(1980.0), np.float64(4.0), np.float64(34047.0), np.float64(55.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
56,59.0,530875.0,1980.0,5.0,0.0,35694.0,65.0,56.0,0,0,0,"[np.float64(1980.0), np.float64(5.0), np.float64(35694.0), np.float64(56.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
57,59.0,530875.0,1980.0,6.0,0.0,36648.0,66.0,57.0,0,0,0,"[np.float64(1980.0), np.float64(6.0), np.float64(36648.0), np.float64(57.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
58,59.0,530875.0,1980.0,7.0,0.0,39354.0,67.0,58.0,0,0,0,"[np.float64(1980.0), np.float64(7.0), np.float64(39354.0), np.float64(58.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
59,59.0,530875.0,1980.0,8.0,0.0,41726.0,68.0,59.0,0,0,0,"[np.float64(1980.0), np.float64(8.0), np.float64(41726.0), np.float64(59.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
60,59.0,530875.0,1980.0,9.0,0.0,44294.0,69.0,60.0,0,0,0,"[np.float64(1980.0), np.float64(9.0), np.float64(44294.0), np.float64(60.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
61,59.0,530875.0,1980.0,10.0,0.0,46158.0,70.0,61.0,0,0,0,"[np.float64(1980.0), np.float64(10.0), np.float64(46158.0), np.float64(61.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
62,59.0,530875.0,1980.0,11.0,0.0,48131.0,71.0,62.0,0,0,0,"[np.float64(1980.0), np.float64(11.0), np.float64(48131.0), np.float64(62.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
63,59.0,530875.0,1980.0,12.0,0.0,51245.0,72.0,63.0,0,0,0,"[np.float64(1980.0), np.float64(12.0), np.float64(51245.0), np.float64(63.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
64,59.0,530875.0,1981.0,1.0,0.0,53786.0,73.0,64.0,0,0,0,"[np.float64(1981.0), np.float64(1.0), np.float64(53786.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
65,59.0,530875.0,1981.0,2.0,0.0,55941.0,74.0,65.0,0,0,0,"[np.float64(1981.0), np.float64(2.0), np.float64(55941.0), np.float64(65.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
66,59.0,530875.0,1981.0,3.0,0.0,58332.0,75.0,66.0,0,0,0,"[np.float64(1981.0), np.float64(3.0), np.float64(58332.0), np.float64(66.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
67,59.0,530875.0,1981.0,4.0,0.0,61072.0,76.0,67.0,0,0,0,"[np.float64(1981.0), np.float64(4.0), np.float64(61072.0), np.float64(67.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
68,59.0,530875.0,1981.0,5.0,0.0,63791.0,77.0,68.0,0,0,0,"[np.float64(1981.0), np.float64(5.0), np.float64(63791.0), np.float64(68.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
69,59.0,530875.0,1981.0,6.0,0.0,65991.0,78.0,69.0,0,0,0,"[np.float64(1981.0), np.float64(6.0), np.float64(65991.0), np.float64(69.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
70,59.0,530875.0,1981.0,7.0,0.0,68171.0,79.0,70.0,0,0,0,"[np.float64(1981.0), np.float64(7.0), np.float64(68171.0), np.float64(70.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
71,59.0,530875.0,1981.0,8.0,0.0,70850.0,80.0,71.0,0,0,0,"[np.float64(1981.0), np.float64(8.0), np.float64(70850.0), np.float64(71.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
72,59.0,530875.0,1981.0,9.0,0.0,73806.0,81.0,72.0,0,0,0,"[np.float64(1981.0), np.float64(9.0), np.float64(73806.0), np.float64(72.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
73,59.0,530875.0,1981.0,10.0,0.0,76695.0,82.0,73.0,0,0,0,"[np.float64(1981.0), np.float64(10.0), np.float64(76695.0), np.float64(73.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
74,59.0,530875.0,1981.0,11.0,0.0,79355.0,83.0,74.0,0,0,0,"[np.float64(1981.0), np.float64(11.0), np.float64(79355.0), np.float64(74.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
75,59.0,530875.0,1981.0,12.0,0.0,81410.0,84.0,75.0,0,0,0,"[np.float64(1981.0), np.float64(12.0), np.float64(81410.0), np.float64(75.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
76,59.0,530875.0,1982.0,1.0,0.0,83325.0,85.0,76.0,0,0,0,"[np.float64(1982.0), np.float64(1.0), np.float64(83325.0), np.float64(76.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
77,59.0,530875.0,1982.0,2.0,0.0,85164.0,86.0,77.0,0,0,0,"[np.float64(1982.0), np.float64(2.0), np.float64(85164.0), np.float64(77.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
78,59.0,530875.0,1982.0,3.0,0.0,86109.0,87.0,78.0,0,0,0,"[np.float64(1982.0), np.float64(3.0), np.float64(86109.0), np.float64(78.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
79,59.0,530875.0,1982.0,4.0,0.0,87608.0,88.0,79.0,0,0,0,"[np.float64(1982.0), np.float64(4.0), np.float64(87608.0), np.float64(79.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
80,59.0,530875.0,1982.0,5.0,0.0,89560.0,89.0,80.0,0,0,0,"[np.float64(1982.0), np.float64(5.0), np.float64(89560.0), np.float64(80.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
81,59.0,530875.0,1982.0,6.0,0.0,90893.0,90.0,81.0,0,0,0,"[np.float64(1982.0), np.float64(6.0), np.float64(90893.0), np.float64(81.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
82,59.0,530875.0,1982.0,7.0,0.0,93025.0,91.0,82.0,0,0,0,"[np.float64(1982.0), np.float64(7.0), np.float64(93025.0), np.float64(82.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
83,59.0,530875.0,1982.0,8.0,0.0,95246.0,92.0,83.0,0,0,0,"[np.float64(1982.0), np.float64(8.0), np.float64(95246.0), np.float64(83.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
84,59.0,530875.0,1982.0,9.0,0.0,97408.0,93.0,84.0,0,0,0,"[np.float64(1982.0), np.float64(9.0), np.float64(97408.0), np.float64(84.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
85,59.0,530875.0,1982.0,10.0,0.0,99072.0,94.0,85.0,0,0,0,"[np.float64(1982.0), np.float64(10.0), np.float64(99072.0), np.float64(85.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
86,59.0,530875.0,1982.0,11.0,0.0,101508.0,95.0,86.0,0,0,0,"[np.float64(1982.0), np.float64(11.0), np.float64(101508.0), np.float64(86.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
87,59.0,530875.0,1982.0,12.0,0.0,102981.0,96.0,87.0,0,0,0,"[np.float64(1982.0), np.float64(12.0), np.float64(102981.0), np.float64(87.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
88,59.0,530875.0,1983.0,1.0,0.0,104612.0,97.0,88.0,0,0,0,"[np.float64(1983.0), np.float64(1.0), np.float64(104612.0), np.float64(88.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
89,59.0,530875.0,1983.0,2.0,0.0,106730.0,98.0,89.0,0,0,0,"[np.float64(1983.0), np.float64(2.0), np.float64(106730.0), np.float64(89.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
90,59.0,530875.0,1983.0,3.0,0.0,108914.0,99.0,90.0,0,0,0,"[np.float64(1983.0), np.float64(3.0), np.float64(108914.0), np.float64(90.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
91,59.0,530875.0,1983.0,4.0,0.0,111486.0,100.0,91.0,0,0,0,"[np.float64(1983.0), np.float64(4.0), np.float64(111486.0), np.float64(91.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
92,59.0,530875.0,1983.0,5.0,0.0,113556.0,101.0,92.0,0,0,0,"[np.float64(1983.0), np.float64(5.0), np.float64(113556.0), np.float64(92.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
93,59.0,530875.0,1983.0,6.0,0.0,115833.0,102.0,93.0,0,0,0,"[np.float64(1983.0), np.float64(6.0), np.float64(115833.0), np.float64(93.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
94,59.0,530875.0,1983.0,7.0,0.0,117899.0,103.0,94.0,0,0,0,"[np.float64(1983.0), np.float64(7.0), np.float64(117899.0), np.float64(94.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
95,59.0,530875.0,1983.0,8.0,0.0,119000.0,104.0,95.0,0,0,0,"[np.float64(1983.0), np.float64(8.0), np.float64(119000.0), np.float64(95.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
96,59.0,530875.0,1983.0,9.0,0.0,119621.0,105.0,96.0,0,0,0,"[np.float64(1983.0), np.float64(9.0), np.float64(119621.0), np.float64(96.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
97,59.0,530875.0,1983.0,10.0,0.0,121510.0,106.0,97.0,0,0,0,"[np.float64(1983.0), np.float64(10.0), np.float64(121510.0), np.float64(97.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
98,59.0,530875.0,1983.0,11.0,0.0,123511.0,107.0,98.0,0,0,0,"[np.float64(1983.0), np.float64(11.0), np.float64(123511.0), np.float64(98.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
99,59.0,530875.0,1983.0,12.0,0.0,125254.0,108.0,99.0,0,0,0,"[np.float64(1983.0), np.float64(12.0), np.float64(125254.0), np.float64(99.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
100,59.0,530875.0,1984.0,1.0,0.0,127988.0,109.0,100.0,0,0,0,"[np.float64(1984.0), np.float64(1.0), np.float64(127988.0), np.float64(100.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
101,59.0,530875.0,1984.0,2.0,0.0,130724.0,110.0,101.0,0,0,0,"[np.float64(1984.0), np.float64(2.0), np.float64(130724.0), np.float64(101.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
102,59.0,530875.0,1984.0,3.0,0.0,132526.0,111.0,102.0,0,0,0,"[np.float64(1984.0), np.float64(3.0), np.float64(132526.0), np.float64(102.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
103,59.0,530875.0,1984.0,4.0,0.0,134840.0,112.0,103.0,0,0,0,"[np.float64(1984.0), np.float64(4.0), np.float64(134840.0), np.float64(103.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
104,59.0,530875.0,1984.0,5.0,0.0,136727.0,113.0,104.0,0,0,0,"[np.float64(1984.0), np.float64(5.0), np.float64(136727.0), np.float64(104.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
105,59.0,530875.0,1984.0,6.0,0.0,138259.0,114.0,105.0,0,0,0,"[np.float64(1984.0), np.float64(6.0), np.float64(138259.0), np.float64(105.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
106,59.0,530875.0,1984.0,7.0,0.0,139539.0,115.0,106.0,0,0,0,"[np.float64(1984.0), np.float64(7.0), np.float64(139539.0), np.float64(106.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
107,59.0,530875.0,1984.0,8.0,0.0,141715.0,116.0,107.0,0,0,0,"[np.float64(1984.0), np.float64(8.0), np.float64(141715.0), np.float64(107.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
108,59.0,530875.0,1984.0,9.0,0.0,143036.0,117.0,108.0,0,0,0,"[np.float64(1984.0), np.float64(9.0), np.float64(143036.0), np.float64(108.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
109,59.0,530875.0,1984.0,10.0,0.0,144557.0,118.0,109.0,0,0,0,"[np.float64(1984.0), np.float64(10.0), np.float64(144557.0), np.float64(109.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
110,59.0,530875.0,1984.0,11.0,0.0,146465.0,119.0,110.0,0,0,0,"[np.float64(1984.0), np.float64(11.0), np.float64(146465.0), np.float64(110.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
111,59.0,530875.0,1984.0,12.0,0.0,148396.0,120.0,111.0,0,0,0,"[np.float64(1984.0), np.float64(12.0), np.float64(148396.0), np.float64(111.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
112,59.0,530875.0,1985.0,1.0,0.0,149858.0,121.0,112.0,0,0,0,"[np.float64(1985.0), np.float64(1.0), np.float64(149858.0), np.float64(112.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
113,59.0,530875.0,1985.0,2.0,0.0,152093.0,122.0,113.0,0,0,0,"[np.float64(1985.0), np.float64(2.0), np.float64(152093.0), np.float64(113.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
114,59.0,530875.0,1985.0,3.0,0.0,154467.0,123.0,114.0,0,0,0,"[np.float64(1985.0), np.float64(3.0), np.float64(154467.0), np.float64(114.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
115,59.0,530875.0,1985.0,4.0,0.0,156453.0,124.0,115.0,0,0,0,"[np.float64(1985.0), np.float64(4.0), np.float64(156453.0), np.float64(115.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
116,59.0,530875.0,1985.0,5.0,0.0,158450.0,125.0,116.0,0,0,0,"[np.float64(1985.0), np.float64(5.0), np.float64(158450.0), np.float64(116.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0
